Name,Online_Name,Description,Short_Code,Short_Code_2,Sap_Code,HSN_Code,Parent_Category,Category,Category_online_display,Price,Attributes,Goods_Services,"GST% (Allowed only 5,18,40)","Type (F=forwardTax,B=BackwardTax)","(Optional) Other Tax (TaxName+Type+value) (F-forward, B-Backward)",Unit,is_Self_Item_Recipe,minimum_stock_level,at_par_stock_level,Rank,Packing_Charges,Allow_Decimal_Qty,Addon_Group_Name,Addon_Group_Selection,Addon_Group_Min,Addon_Group_Max,Variation_group_name,Variation,Variation_Price,Variation_Sap_Code,Variation_Packing_Charges,Variation,Variation_Price,Variation_Sap_Code,Variation_Packing_Charges,Variation,Variation_Price,Variation_Sap_Code,Variation_Packing_Charges,Variation,Variation_Price,Variation_Sap_Code,Variation_Packing_Charges
"Chicken Biryani","Chicken Biryani",,CB,,,,,"Rice Dishes","Rice Dishes",350,non-veg,,5,F,,,0,,,1,0,Yes
"Chicken Biryani Boneless","Chicken Biryani Boneless",,CBBO,,,,,"Rice Dishes","Rice Dishes",400,non-veg,,5,F,,,0,,,1,0,Yes
"Mutton Biryani","Mutton Biryani",,MB,,,,,"Rice Dishes","Rice Dishes",400,non-veg,,5,F,,,0,,,1,0,Yes
"Prawns Biryani","Prawns Biryani",,PB,,,,,"Rice Dishes","Rice Dishes",450,non-veg,,5,F,,,0,,,1,0,Yes
"Crab Biryani Boneless","Crab Biryani Boneless",,CRBB,,,,,"Rice Dishes","Rice Dishes",500,non-veg,,5,F,,,0,,,1,0,Yes
"Fish Pulav","Fish Pulav",,FIP,,,,,"Rice Dishes","Rice Dishes",600,non-veg,,5,F,,,0,,,1,0,Yes
"Dal Khichdi","Dal Khichdi",,DK,,,,,"Rice Dishes","Rice Dishes",200,veg,,5,F,,,0,,,1,0,Yes
"Dal Khichdi Tadka","Dal Khichdi Tadka",,DKT,,,,,"Rice Dishes","Rice Dishes",210,veg,,5,F,,,0,,,1,0,Yes
"Curd Rice","Curd Rice",,CUR,,,,,"Rice Dishes","Rice Dishes",170,veg,,5,F,,,0,,,1,0,Yes
"Ukda Rice","Ukda Rice",,UR,,,,,"Rice Dishes","Rice Dishes",150,veg,,5,F,,,0,,,1,0,Yes
"Kollum Rice","Kollum Rice",,KR,,,,,"Rice Dishes","Rice Dishes",0,veg,,5,F,,,0,,,1,0,Yes,,,,,Portion,Half,60,,0,Full,100,,0
"Steam Rice","Steam Rice",,STR,,,,,"Rice Dishes","Rice Dishes",0,veg,,5,F,,,0,,,1,0,Yes,,,,,Portion,Half,80,,0,Full,150,,0
"Veg Hot & Sour Soup","Veg Hot & Sour Soup",,VHSS,,,,,"Chinese Soups","Chinese Soups",170,veg,,5,F,,,0,,,1,0,Yes
